,,,,,,,,,Score,,,,Passing,,,,,,,,,,Rushing,,,,Total Offense,,,Kicking,,,,Punting,,First Downs,,,,Downs,,,,Penalties,,Turnovers,,,
Tm,Div,Rk,Gtm,Week,Date,Day,Home/Away,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP
Minnesota Vikings,NFC NORTH,15,15,16,12/25/2020,Fri,Away,NOR,L,33,52,,27,41,65.9,274,3,6.7,8.15,109.2,2,17,17,90,2,5.3,60,364,6.07,0,0,4,3,4,186,17,6,2,25,3,9,1,2,3,20,0,0,0,23:13
Minnesota Vikings,NFC NORTH,16,16,17,1/3/2021,Sun,Away,DET,W,37,35,,28,40,70,383,3,9.6,11.08,125.3,3,22,31,125,2,4,74,508,6.86,2,1,5,4,3,137,20,8,3,31,4,13,2,2,4,35,0,0,0,35:13:00
Minnesota Vikings,NFC NORTH,1,1,1,9/12/2021,Sun,Away,CIN,L,24,27,OT,37,50,74,336,2,6.7,7.52,105.1,3,26,22,67,1,3,75,403,5.37,1,1,3,3,8,402,16,5,3,24,6,16,2,2,12,116,1,0,1,35:09:00
Minnesota Vikings,NFC NORTH,2,2,2,9/19/2021,Sun,Away,ARI,L,33,34,,22,32,68.8,242,3,7.6,9.44,122.1,1,2,27,177,0,6.6,60,419,6.98,3,2,4,3,5,231,10,11,1,22,2,10,0,0,3,16,0,0,0,28:08:00
Minnesota Vikings,NFC NORTH,3,3,3,9/26/2021,Sun,Home,SEA,W,30,17,,30,38,78.9,313,3,8.2,9.82,127.3,1,10,34,140,0,4.1,73,453,6.21,3,3,3,3,2,94,20,7,1,28,9,14,0,0,4,40,0,0,0,35:53:00
Minnesota Vikings,NFC NORTH,4,4,4,10/3/2021,Sun,Home,CLE,L,7,14,,20,38,52.6,190,1,5,4.34,64.6,2,13,23,65,0,2.8,63,255,4.05,0,0,1,1,6,291,10,4,2,16,5,16,1,3,7,42,0,1,1,24:28:00
Minnesota Vikings,NFC NORTH,5,5,5,10/10/2021,Sun,Home,DET,W,19,17,,25,34,73.5,264,1,7.8,7.03,93.3,2,11,28,120,0,4.3,64,384,6,5,4,1,1,3,150,12,5,1,18,5,13,0,0,7,74,1,1,2,32:06:00
Minnesota Vikings,NFC NORTH,6,6,6,10/17/2021,Sun,Away,CAR,W,34,28,OT,33,48,68.8,373,3,7.8,9.02,112.6,0,0,36,198,1,5.5,84,571,6.8,5,3,1,1,5,188,16,10,0,26,7,16,0,0,11,98,1,0,1,37:38:00
Minnesota Vikings,NFC NORTH,7,7,8,10/31/2021,Sun,Home,DAL,L,16,20,,23,36,63.9,177,1,4.9,5.47,85.1,1,7,24,101,0,4.2,61,278,4.56,3,3,1,1,6,237,6,4,7,17,1,13,1,2,7,57,0,0,0,27:28:00
Minnesota Vikings,NFC NORTH,8,8,9,11/7/2021,Sun,Away,BAL,L,31,34,OT,17,28,60.7,187,2,6.7,8.11,104.3,0,0,24,131,1,5.5,52,318,6.12,1,1,4,4,5,242,6,6,1,13,5,14,2,2,8,107,0,0,0,23:40
Minnesota Vikings,NFC NORTH,9,9,10,11/14/2021,Sun,Away,LAC,W,27,20,,25,37,67.6,278,2,7.5,8.59,107.7,2,16,33,103,1,3.1,72,381,5.29,2,2,3,3,3,137,14,8,2,24,5,14,2,2,10,118,1,0,1,36:10:00
Minnesota Vikings,NFC NORTH,10,10,11,11/21/2021,Sun,Home,GNB,W,34,31,,24,35,68.6,318,3,9.1,10.8,125.7,2,23,29,90,1,3.1,66,408,6.18,2,2,3,2,3,125,17,6,2,25,9,13,0,0,3,25,0,0,0,31:01:00
Minnesota Vikings,NFC NORTH,11,11,12,11/28/2021,Sun,Away,SFO,L,26,34,,21,33,63.6,256,2,7.8,7.61,95,1,6,18,67,1,3.7,52,323,6.21,0,0,3,2,3,160,13,3,1,17,2,8,1,3,5,38,1,1,2,22:53
Minnesota Vikings,NFC NORTH,12,12,13,12/5/2021,Sun,Away,DET,L,27,29,,30,41,73.2,326,2,8,8.93,112.4,3,14,27,100,1,3.7,71,426,6,3,3,0,0,3,132,19,7,0,26,6,13,0,1,7,66,1,0,1,33:04:00
Minnesota Vikings,NFC NORTH,13,13,14,12/9/2021,Thu,Home,PIT,W,36,28,,14,31,45.2,216,2,7,5.35,63.4,0,0,36,242,2,6.7,67,458,6.84,4,3,4,3,3,146,8,13,1,22,5,14,1,1,11,102,0,2,2,30:28:00
Minnesota Vikings,NFC NORTH,14,14,15,12/20/2021,Mon,Away,CHI,W,17,9,,12,24,50,61,2,2.5,2.33,66.7,4,26,33,132,0,4,61,193,3.16,1,1,2,2,7,295,5,4,4,13,5,17,0,1,7,54,0,1,1,30:45:00
Minnesota Vikings,NFC NORTH,15,15,16,12/26/2021,Sun,Home,LAR,L,23,30,,27,38,71.1,295,1,7.8,7.11,91.4,3,20,22,66,1,3,63,361,5.73,3,3,2,2,5,226,14,5,0,19,2,12,1,1,2,20,0,1,1,30:00:00
Minnesota Vikings,NFC NORTH,16,16,17,1/2/2022,Sun,Away,GNB,L,10,37,,24,39,61.5,179,1,4.6,5.1,81,2,15,11,27,0,2.5,52,206,3.96,1,1,1,1,6,296,8,2,1,11,2,12,1,4,3,23,0,0,0,21:27
Minnesota Vikings,NFC NORTH,17,17,18,1/9/2022,Sun,Home,CHI,W,31,17,,14,22,63.6,227,3,10.3,13.05,137.7,3,23,22,104,0,4.7,47,331,7.04,1,1,4,4,6,272,8,3,0,11,7,13,0,0,4,47,0,0,0,23:13
Minnesota Vikings,NFC NORTH,1,1,1,9/11/2022,Sun,Home,GNB,W,23,7,,23,32,71.9,269,2,8.4,9.66,117.8,1,8,28,126,0,4.5,61,395,6.48,3,3,2,2,5,232,12,7,0,19,4,13,1,1,3,20,0,0,0,31:23:00
Minnesota Vikings,NFC NORTH,2,2,2,9/19/2022,Mon,Away,PHI,L,7,24,,27,46,58.7,202,1,4.4,1.89,49.4,2,19,11,62,0,5.6,59,264,4.47,0,0,1,1,5,246,16,3,1,20,4,12,0,0,5,25,0,3,3,23:46
Minnesota Vikings,NFC NORTH,3,3,3,9/25/2022,Sun,Home,DET,W,28,24,,24,41,58.5,250,2,6.1,7.07,92.5,1,10,25,123,2,4.9,67,373,5.57,2,0,4,4,3,156,16,9,5,30,2,9,1,2,3,15,1,0,1,25:56:00
Minnesota Vikings,NFC NORTH,4,4,4,10/2/2022,Sun,Away,NOR,W,28,25,,26,39,66.7,263,1,6.7,6.1,83.6,3,23,25,81,1,3.2,67,344,5.13,5,5,2,1,3,126,15,3,5,23,5,14,1,1,5,35,0,1,1,32:13:00
Minnesota Vikings,NFC NORTH,5,5,5,10/9/2022,Sun,Home,CHI,W,29,22,,33,42,78.6,312,1,7.4,6.83,95.6,1,7,31,117,3,3.8,74,429,5.8,2,0,3,3,1,15,18,10,1,29,12,15,0,0,7,70,0,1,1,36:44:00
Minnesota Vikings,NFC NORTH,6,6,6,10/16/2022,Sun,Away,MIA,W,24,16,,20,30,66.7,156,2,5.2,6.53,101.5,3,19,17,78,1,4.6,50,234,4.68,1,1,2,1,10,441,7,2,2,11,2,12,0,0,2,20,0,0,0,24:31:00
Minnesota Vikings,NFC NORTH,7,7,8,10/30/2022,Sun,Home,ARI,W,34,26,,24,36,66.7,208,2,5.8,6.89,100.2,3,24,29,173,3,6,68,381,5.6,1,0,5,4,5,233,11,11,3,25,6,13,0,1,10,86,1,0,1,29:27:00
Minnesota Vikings,NFC NORTH,8,8,9,11/6/2022,Sun,Away,WAS,W,20,17,,23,41,56.1,245,2,6,5.85,79.8,2,17,22,56,0,2.5,65,301,4.63,2,2,2,2,6,310,12,3,2,17,7,16,0,0,5,42,0,1,1,29:13:00
Minnesota Vikings,NFC NORTH,9,9,10,11/13/2022,Sun,Away,BUF,W,33,30,OT,30,50,60,334,1,6.7,5.28,69.9,4,23,25,147,2,5.9,79,481,6.09,2,2,4,3,3,149,14,8,2,24,7,17,3,5,7,64,0,2,2,35:02:00
Minnesota Vikings,NFC NORTH,10,10,11,11/20/2022,Sun,Home,DAL,L,3,40,,17,30,56.7,110,0,3.7,3.67,64.6,7,49,17,73,0,4.3,54,183,3.39,1,1,0,0,7,338,10,3,3,16,1,11,0,0,7,59,1,0,1,22:36
Minnesota Vikings,NFC NORTH,11,11,12,11/24/2022,Thu,Home,NWE,W,33,26,,31,38,81.6,301,3,7.9,8.32,115,1,9,27,57,0,2.1,66,358,5.42,2,2,4,3,3,158,16,2,5,23,8,15,0,0,3,20,0,1,1,36:17:00
Minnesota Vikings,NFC NORTH,12,12,13,12/4/2022,Sun,Home,NYJ,W,27,22,,21,35,60,159,1,4.5,5.11,80.5,2,14,29,128,2,4.4,66,287,4.35,2,2,3,3,6,292,12,6,3,21,9,18,1,1,3,44,0,0,0,28:22:00
Minnesota Vikings,NFC NORTH,13,13,14,12/11/2022,Sun,Away,DET,L,23,34,,31,41,75.6,394,2,9.6,10.59,121.4,4,31,17,22,1,1.3,62,416,6.71,1,1,2,2,3,159,18,2,3,23,4,10,1,2,3,25,2,0,2,28:06:00
Minnesota Vikings,NFC NORTH,14,14,15,12/17/2022,Sat,Home,IND,W,39,36,OT,34,55,61.8,426,4,7.7,7.56,95,7,34,24,92,1,3.8,86,518,6.02,1,1,4,4,6,231,22,4,6,32,5,15,0,3,9,74,1,2,3,33:20:00
Minnesota Vikings,NFC NORTH,15,15,16,12/24/2022,Sat,Home,NYG,W,27,24,,34,48,70.8,270,3,5.6,6.88,105.4,4,29,19,83,0,4.4,71,353,4.97,2,2,3,3,5,241,17,4,2,23,6,13,0,1,2,14,0,0,0,30:47:00
Minnesota Vikings,NFC NORTH,16,16,17,1/1/2023,Sun,Away,GNB,L,17,41,,22,35,62.9,244,2,7,4.26,66.8,2,18,20,102,0,5.1,57,346,6.07,3,1,2,2,2,95,13,4,1,18,5,12,1,2,6,35,1,3,4,25:56:00
Minnesota Vikings,NFC NORTH,17,17,18,1/8/2023,Sun,Away,CHI,W,29,13,,28,33,84.8,341,1,10.3,9.58,107.2,0,0,38,141,2,3.7,71,482,6.79,3,3,3,2,1,35,15,12,1,28,6,11,0,0,8,36,1,1,2,36:36:00
Minnesota Vikings,NFC NORTH,1,1,1,9/10/2023,Sun,Home,TAM,L,17,20,,33,44,75,328,2,7.5,7.34,101.3,2,16,17,41,0,2.4,63,369,5.86,1,1,2,2,5,257,15,2,1,18,6,14,0,0,6,45,2,1,3,29:21:00
Minnesota Vikings,NFC NORTH,2,2,2,9/14/2023,Thu,Away,PHI,L,28,34,,31,44,70.5,346,4,7.9,9.68,123.9,2,18,9,28,0,3.1,55,374,6.8,0,0,4,4,3,157,19,0,0,19,6,10,1,1,2,15,4,0,4,20:32
Minnesota Vikings,NFC NORTH,3,3,3,9/24/2023,Sun,Home,LAC,L,24,28,,32,50,64,345,3,6.9,7.2,95.8,4,22,24,130,0,5.4,78,475,6.09,1,1,3,3,3,145,15,7,7,29,4,14,2,3,6,45,1,1,2,33:13:00
Minnesota Vikings,NFC NORTH,4,4,4,10/1/2023,Sun,Away,CAR,W,21,13,,12,19,63.2,130,2,6.8,4.21,78.7,2,9,23,135,0,5.9,44,265,6.02,0,0,3,3,4,216,9,4,1,14,1,8,1,2,7,37,0,2,2,21:31
Minnesota Vikings,NFC NORTH,5,5,5,10/8/2023,Sun,Home,KAN,L,20,27,,29,47,61.7,259,2,5.5,6.36,90.6,3,25,18,70,0,3.9,68,329,4.84,2,2,2,2,1,54,15,4,5,24,6,14,4,5,4,51,1,0,1,28:01:00
Minnesota Vikings,NFC NORTH,6,6,6,10/15/2023,Sun,Away,CHI,W,19,13,,21,31,67.7,174,1,5.6,6.26,92.7,2,7,22,46,0,2.1,55,220,4,3,2,2,1,5,249,8,3,1,12,2,13,1,2,5,63,1,0,1,24:49:00
Minnesota Vikings,NFC NORTH,7,7,7,10/23/2023,Mon,Home,SFO,W,22,17,,35,45,77.8,378,2,8.4,8.29,107.2,0,0,21,74,0,3.5,66,452,6.85,4,3,2,1,1,42,18,3,3,24,8,13,0,0,5,35,0,1,1,34:56:00
Minnesota Vikings,NFC NORTH,8,8,8,10/29/2023,Sun,Away,GNB,W,24,10,,26,35,74.3,284,2,8.1,9.26,116.8,3,13,31,62,1,2,69,346,5.01,3,1,3,3,2,87,14,6,4,24,10,18,1,1,7,35,1,0,1,36:22:00
Minnesota Vikings,NFC NORTH,9,9,9,11/5/2023,Sun,Away,ATL,W,31,28,,25,36,69.4,217,2,6,7.14,103.6,4,19,33,146,1,4.4,73,363,4.97,3,3,2,2,3,133,13,8,2,23,7,16,1,1,1,4,2,0,2,31:32:00
Minnesota Vikings,NFC NORTH,10,10,10,11/12/2023,Sun,Home,NOR,W,27,19,,23,34,67.6,263,1,7.7,8.32,100.5,1,5,33,125,2,3.8,68,388,5.71,3,2,3,3,6,258,12,8,3,23,6,15,0,0,5,35,0,0,0,33:06:00
Minnesota Vikings,NFC NORTH,11,11,11,11/19/2023,Sun,Away,DEN,L,20,21,,20,32,62.5,210,1,6.6,5.78,78.9,2,11,36,175,1,4.9,70,385,5.5,2,2,2,2,2,95,9,9,1,19,6,15,3,4,6,55,2,1,3,34:58:00
Minnesota Vikings,NFC NORTH,12,12,12,11/27/2023,Mon,Home,CHI,L,10,12,,22,32,68.8,169,1,5.3,0.28,52.2,2,16,17,73,0,4.3,51,242,4.75,1,1,1,1,3,116,8,3,4,15,2,9,0,2,4,24,0,4,4,24:10:00
Minnesota Vikings,NFC NORTH,13,13,14,12/10/2023,Sun,Away,LVR,W,3,0,,19,36,52.8,99,0,2.8,2.75,58.6,5,47,30,132,0,4.4,71,231,3.25,2,1,0,0,9,397,9,6,1,16,8,20,1,1,5,36,0,0,0,32:11:00
Minnesota Vikings,NFC NORTH,14,14,15,12/16/2023,Sat,Away,CIN,L,24,27,OT,26,34,76.5,281,2,8.3,6.79,95.3,3,22,30,143,1,4.8,67,424,6.33,1,1,3,3,3,152,16,8,0,24,5,12,0,1,4,22,0,2,2,33:41:00
Minnesota Vikings,NFC NORTH,15,15,16,12/24/2023,Sun,Home,DET,L,24,30,,22,36,61.1,373,2,10.4,6.47,75.1,4,38,11,17,1,1.5,51,390,7.65,1,1,3,3,2,100,15,1,3,19,3,9,0,1,8,64,0,4,4,21:38
Minnesota Vikings,NFC NORTH,16,16,17,12/31/2023,Sun,Home,GNB,L,10,33,,18,32,56.3,144,1,4.5,3.72,65.1,4,36,16,67,0,4.2,52,211,4.06,1,1,1,1,4,218,10,1,2,13,3,10,0,2,6,27,1,1,2,22:28
Minnesota Vikings,NFC NORTH,17,17,18,1/7/2024,Sun,Away,DET,L,20,30,,30,44,68.2,359,2,8.2,7.02,89.1,4,37,22,89,0,4,70,448,6.4,2,2,2,2,4,224,15,6,3,24,2,13,2,3,8,77,0,2,2,34:59:00
Green Bay Packers,NFC NORTH,1,1,1,9/9/2018,Sun,Home,CHI,W,24,23,,24,37,64.9,301,3,8.1,8.54,105.8,4,40,18,69,0,3.8,59,370,6.27,1,1,3,3,4,192,14,2,0,16,5,13,0,1,8,72,1,1,2,26:38:00
Green Bay Packers,NFC NORTH,2,2,2,9/16/2018,Sun,Home,MIN,T,29,29,OT,30,42,71.4,253,1,6,6.5,94.6,4,28,24,98,0,4.1,70,351,5.01,6,5,2,2,5,259,11,9,4,24,4,13,0,0,7,54,0,0,0,38:08:00
Green Bay Packers,NFC NORTH,3,3,3,9/23/2018,Sun,Away,WAS,L,17,31,,27,45,60,240,2,5.3,6.22,89.1,4,25,17,100,0,5.9,66,340,5.15,1,1,2,2,5,232,11,7,1,19,6,14,0,2,11,115,1,0,1,30:55:00
Green Bay Packers,NFC NORTH,4,4,4,9/30/2018,Sun,Home,BUF,W,22,0,,22,40,55,282,1,7.1,6.43,75.2,2,16,32,141,1,4.4,74,423,5.72,3,3,2,1,4,171,12,9,1,22,11,19,0,1,5,60,1,1,2,34:37:00
Green Bay Packers,NFC NORTH,5,5,5,10/7/2018,Sun,Away,DET,L,23,31,,32,52,61.5,423,3,8.1,9.29,106.5,4,19,20,98,0,4.9,76,521,6.86,5,1,1,0,0,0,23,6,1,30,3,10,2,2,12,112,3,0,3,33:20:00
Green Bay Packers,NFC NORTH,6,6,6,10/15/2018,Mon,Home,SFO,W,33,30,,25,46,54.3,405,2,8.8,9.67,98.6,3,20,21,116,1,5.5,70,521,7.44,4,4,3,3,4,155,17,8,1,26,4,13,1,2,6,54,0,0,0,31:08:00
Green Bay Packers,NFC NORTH,7,7,8,10/28/2018,Sun,Away,LAR,L,27,29,,18,30,60,253,1,8.4,9.1,98.3,3,33,19,106,2,5.6,52,359,6.9,2,2,3,3,5,214,11,5,0,16,2,9,0,0,2,10,1,0,1,25:50:00
Green Bay Packers,NFC NORTH,8,8,9,11/4/2018,Sun,Away,NWE,L,17,31,,24,43,55.8,250,2,5.8,6.74,88.3,1,9,25,117,0,4.7,69,367,5.32,1,1,2,2,5,210,14,6,2,22,6,13,0,1,7,63,1,0,1,32:34:00
Green Bay Packers,NFC NORTH,9,9,10,11/11/2018,Sun,Home,MIA,W,31,12,,19,28,67.9,182,2,6.5,7.93,109.5,2,17,25,195,2,7.8,55,377,6.85,1,1,4,4,2,37,11,10,0,21,4,10,1,2,6,45,1,0,1,27:52:00
Green Bay Packers,NFC NORTH,10,10,11,11/15/2018,Thu,Away,SEA,L,24,27,,21,30,70,311,2,10.4,11.7,125.8,5,21,13,48,1,3.7,48,359,7.48,2,1,3,3,6,284,11,3,0,14,3,11,0,0,5,80,0,0,0,25:42:00
Green Bay Packers,NFC NORTH,11,11,12,11/25/2018,Sun,Away,MIN,L,17,24,,17,28,60.7,172,1,6.1,6.86,90.2,4,26,19,82,1,4.3,51,254,4.98,1,1,2,2,6,276,8,5,1,14,2,10,0,1,4,20,1,0,1,25:23:00
Green Bay Packers,NFC NORTH,12,12,13,12/2/2018,Sun,Home,ARI,L,17,20,,31,50,62,227,1,4.5,4.94,79.3,1,6,23,98,1,4.3,74,325,4.39,2,1,2,2,7,339,15,6,1,22,3,14,2,2,7,43,0,0,0,32:26:00
Green Bay Packers,NFC NORTH,13,13,14,12/9/2018,Sun,Home,ATL,W,34,20,,21,32,65.6,162,2,5.1,6.31,98.7,4,34,25,138,1,5.5,61,300,4.92,2,2,4,4,4,169,11,6,6,23,7,13,0,0,6,37,0,0,0,29:11:00
Green Bay Packers,NFC NORTH,14,14,15,12/16/2018,Sun,Away,CHI,L,17,24,,25,42,59.5,235,0,5.6,4.52,65.1,5,39,19,88,1,4.6,66,323,4.89,3,3,0,0,5,208,15,4,0,19,5,14,1,1,7,48,0,1,1,29:37:00
Green Bay Packers,NFC NORTH,15,15,16,12/23/2018,Sun,Away,NYJ,W,44,38,OT,37,55,67.3,413,2,7.5,8.24,101.6,4,29,20,127,3,6.4,79,540,6.84,3,3,3,3,3,113,19,9,7,35,5,12,2,2,10,86,1,0,1,34:19:00
Green Bay Packers,NFC NORTH,16,16,17,12/30/2018,Sun,Home,DET,L,0,31,,19,40,47.5,129,0,3.2,2.1,44.7,3,29,13,46,0,3.5,56,175,3.13,0,0,0,0,7,317,5,3,1,9,5,16,1,3,5,38,0,1,1,23:06
Green Bay Packers,NFC NORTH,1,1,1,9/5/2019,Thu,Away,CHI,W,10,3,,18,30,60,166,1,5.5,6.2,86.2,5,37,22,47,0,2.1,57,213,3.74,1,1,1,1,9,428,10,1,2,13,2,12,0,0,10,71,0,0,0,31:03:00
Green Bay Packers,NFC NORTH,2,2,2,9/15/2019,Sun,Home,MIN,W,21,16,,22,34,64.7,191,2,5.6,6.79,99,2,18,33,144,1,4.4,69,335,4.86,0,0,3,3,8,381,12,7,1,20,5,15,0,1,6,35,2,0,2,34:06:00
Green Bay Packers,NFC NORTH,3,3,3,9/22/2019,Sun,Home,DEN,W,27,16,,17,29,58.6,235,1,8.1,8.79,96.2,0,0,23,77,2,3.3,52,312,6,3,2,3,3,4,212,8,7,1,16,2,9,0,0,7,53,0,0,0,24:26:00
Green Bay Packers,NFC NORTH,4,4,4,9/26/2019,Thu,Home,PHI,L,27,34,,34,53,64.2,414,2,7.8,7.72,92.8,1,8,20,77,1,3.9,74,491,6.64,2,2,3,3,2,83,19,4,8,31,6,11,0,1,5,50,1,1,2,32:21:00
Green Bay Packers,NFC NORTH,5,5,5,10/6/2019,Sun,Away,DAL,W,34,24,,22,34,64.7,215,0,6.3,6.32,82.4,2,23,29,120,4,4.1,65,335,5.15,2,2,4,4,6,297,9,11,4,24,3,12,0,0,9,78,0,0,0,36:43:00
Green Bay Packers,NFC NORTH,6,6,6,10/14/2019,Mon,Home,DET,W,23,22,,24,39,61.5,277,2,7.1,6.97,89.4,1,6,29,170,0,5.9,69,447,6.48,3,3,2,2,3,155,13,4,5,22,4,12,0,0,6,48,2,1,3,33:04:00
Green Bay Packers,NFC NORTH,7,7,7,10/20/2019,Sun,Home,OAK,W,42,24,,25,31,80.6,421,5,13.6,16.81,158.3,1,8,23,60,1,2.6,55,481,8.75,0,0,6,6,3,166,15,5,2,22,6,10,0,0,3,20,0,0,0,30:24:00
Green Bay Packers,NFC NORTH,8,8,8,10/27/2019,Sun,Away,KAN,W,31,24,,23,33,69.7,256,3,7.8,9.58,122.8,5,49,26,118,1,4.5,64,374,5.84,1,1,4,4,3,106,15,5,1,21,8,13,0,0,4,25,0,0,0,33:13:00
Green Bay Packers,NFC NORTH,9,9,9,11/3/2019,Sun,Away,LAC,L,11,26,,23,35,65.7,139,1,4,4.54,82.9,3,22,11,45,0,4.1,49,184,3.76,1,1,0,0,5,188,11,1,1,13,2,10,0,1,8,45,0,0,0,24:09:00
Green Bay Packers,NFC NORTH,10,10,10,11/10/2019,Sun,Home,CAR,W,24,16,,17,29,58.6,225,0,7.8,7.76,83.3,2,8,27,163,3,6,58,388,6.69,1,1,3,3,4,141,9,10,4,23,4,9,0,0,10,64,0,0,0,31:22:00
Green Bay Packers,NFC NORTH,11,11,12,11/24/2019,Sun,Away,SFO,L,8,37,,23,37,62.2,81,1,2.2,2.73,75.4,5,38,28,117,0,4.2,70,198,2.83,0,0,0,0,6,223,8,5,6,19,1,15,1,3,5,50,1,0,1,35:16:00
Green Bay Packers,NFC NORTH,12,12,13,12/1/2019,Sun,Away,NYG,W,31,13,,21,33,63.6,243,4,7.4,9.79,125.4,0,0,26,79,0,3,59,322,5.46,1,1,4,4,3,140,13,2,4,19,7,13,1,1,7,54,0,0,0,28:43:00
Green Bay Packers,NFC NORTH,13,13,14,12/8/2019,Sun,Home,WAS,W,20,15,,18,28,64.3,167,1,6,6.68,92.4,4,28,28,174,1,6.2,60,341,5.68,2,2,2,2,4,161,9,9,0,18,5,13,2,2,5,34,1,0,1,30:24:00
Green Bay Packers,NFC NORTH,14,14,15,12/15/2019,Sun,Home,CHI,W,21,13,,16,33,48.5,192,1,5.8,6.42,76.8,1,11,24,100,2,4.2,58,292,5.03,0,0,3,3,7,250,7,5,0,12,5,15,1,3,4,30,0,0,0,25:38:00
Green Bay Packers,NFC NORTH,15,15,16,12/23/2019,Mon,Away,MIN,W,23,10,,26,40,65,199,0,5,3.85,66.6,3,17,32,184,2,5.8,75,383,5.11,3,3,1,0,5,234,14,8,0,22,5,14,0,0,2,20,2,1,3,37:32:00
Green Bay Packers,NFC NORTH,16,16,17,12/29/2019,Sun,Away,DET,W,23,20,,27,55,49.1,312,2,5.7,5.58,71.2,1,11,30,120,0,4,86,432,5.02,4,3,2,2,5,221,18,6,1,25,8,20,2,2,9,97,0,1,1,34:56:00
Green Bay Packers,NFC NORTH,1,1,1,9/13/2020,Sun,Away,MIN,W,43,34,,32,44,72.7,364,4,8.3,10.09,127.5,0,0,32,158,1,4.9,76,522,6.87,2,2,5,5,1,40,17,11,3,31,6,11,1,2,6,63,0,0,0,41:16:00
Green Bay Packers,NFC NORTH,2,2,2,9/20/2020,Sun,Home,DET,W,42,21,,18,30,60,229,2,7.6,8.97,106.1,1,11,35,259,2,7.4,66,488,7.39,2,2,4,4,3,128,13,9,4,26,6,12,1,1,8,60,0,0,0,34:46:00
Green Bay Packers,NFC NORTH,3,3,3,9/27/2020,Sun,Away,NOR,W,37,30,,21,32,65.6,271,3,8.5,10.34,123.3,1,12,26,98,1,3.8,59,369,6.25,3,3,4,4,1,38,14,6,4,24,5,11,1,2,2,10,0,0,0,31:40:00
Green Bay Packers,NFC NORTH,4,4,4,10/5/2020,Mon,Home,ATL,W,30,16,,27,33,81.8,315,4,9.5,11.97,146,1,12,26,88,0,3.4,60,403,6.72,1,1,4,3,2,81,17,4,1,22,6,11,1,2,3,30,0,0,0,29:38:00
Green Bay Packers,NFC NORTH,5,5,6,10/18/2020,Sun,Away,TAM,L,10,38,,16,35,45.7,107,0,3.1,0.49,29.1,5,53,21,94,1,4.5,61,201,3.3,1,1,1,1,7,325,9,4,0,13,7,17,0,0,6,76,0,2,2,31:37:00
Green Bay Packers,NFC NORTH,6,6,7,10/25/2020,Sun,Away,HOU,W,35,20,,23,34,67.6,283,4,8.3,10.68,132.4,0,0,27,96,1,3.6,61,379,6.21,0,0,5,5,5,207,15,5,2,22,7,12,0,0,5,40,0,0,0,28:54:00
Green Bay Packers,NFC NORTH,7,7,8,11/1/2020,Sun,Home,MIN,L,22,28,,27,41,65.9,291,3,7.1,8.56,110.9,1,0,24,109,0,4.5,66,400,6.06,0,0,2,2,1,38,17,5,2,24,5,11,3,5,9,85,1,0,1,32:12:00
Green Bay Packers,NFC NORTH,8,8,9,11/5/2020,Thu,Away,SFO,W,34,17,,25,31,80.6,294,4,9.5,12.06,145.8,1,11,31,111,0,3.6,63,405,6.43,2,2,4,4,3,154,13,6,2,21,6,12,1,1,5,45,0,0,0,36:30:00
Green Bay Packers,NFC NORTH,9,9,10,11/15/2020,Sun,Home,JAX,W,24,20,,24,34,70.6,315,2,9.3,9.12,106.9,1,10,25,80,1,3.2,60,395,6.58,1,1,3,3,5,215,11,3,2,16,5,13,0,1,4,35,1,1,2,31:41:00
Green Bay Packers,NFC NORTH,10,10,11,11/22/2020,Sun,Away,IND,L,31,34,OT,27,38,71.1,301,3,7.9,8.32,109.6,1,10,18,66,1,3.7,57,367,6.44,1,1,4,4,3,117,13,7,1,21,4,9,0,1,7,45,3,1,4,27:49:00
Green Bay Packers,NFC NORTH,11,11,12,11/29/2020,Sun,Home,CHI,W,41,25,,21,29,72.4,211,4,7.3,10.03,132.3,0,0,39,182,1,4.7,68,393,5.78,0,0,6,5,2,92,13,14,1,28,6,11,3,3,3,17,0,0,0,37:44:00
Green Bay Packers,NFC NORTH,12,12,13,12/6/2020,Sun,Home,PHI,W,30,16,,25,34,73.5,288,3,8.5,10.24,128.1,2,7,25,149,1,6,61,437,7.16,1,1,4,3,4,194,14,6,0,20,5,12,1,1,5,30,0,0,0,31:39:00
Green Bay Packers,NFC NORTH,13,13,14,12/13/2020,Sun,Away,DET,W,31,24,,26,33,78.8,290,3,8.8,10.61,133.6,0,0,31,120,1,3.9,64,410,6.41,1,1,4,4,2,101,15,10,1,26,8,11,0,0,12,68,0,0,0,35:30:00
Green Bay Packers,NFC NORTH,14,14,15,12/19/2020,Sat,Home,CAR,W,24,16,,20,29,69,96,1,3.3,4,84.8,5,47,27,195,2,7.2,61,291,4.77,1,1,3,3,6,275,8,9,3,20,5,12,0,0,5,50,0,0,0,29:09:00
